Original: get|permission , predicted 1st: get|permission
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: set|bound , predicted 1st: set
Original: get|bound , predicted 1st: get
Original: set|data , predicted 1st: set|data|data|data
Original: get|data , predicted 1st: get|data|data
Original: get|color , predicted 1st: get|color
Original: set|color , predicted 1st: set|color
Original: get|downscale , predicted 1st: get
Original: set|downscale , predicted 1st: set
Original: get|spread , predicted 1st: get
Original: set|spread , predicted 1st: set
Original: square|dist , predicted 1st: hash
Original: generate|distance|field , predicted 1st: get|out|out
Original: is|inside , predicted 1st: is
Original: distance|to|rgb , predicted 1st: 
Original: find|signed|distance , predicted 1st: get
Original: usage , predicted 1st: test
Original: main , predicted 1st: main
Original: run , predicted 1st: write
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: is|managed , predicted 1st: is|managed
Original: load , predicted 1st: load|from
Original: load , predicted 1st: set
Original: is|complete , predicted 1st: is
Original: get|texture|data , predicted 1st: get
Original: get|width , predicted 1st: get|width|width
Original: get|height , predicted 1st: get|height|height
Original: is|prepared , predicted 1st: is
Original: prepare , predicted 1st: run
Original: consume|cubemap|data , predicted 1st: 
Original: create , predicted 1st: init
Original: render , predicted 1st: do|test
Original: render|scene , predicted 1st: 
Original: render|cube , predicted 1st: test
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: create , predicted 1st: set
Original: init , predicted 1st: init
Original: decode , predicted 1st: decode
Original: init , predicted 1st: clear
Original: decode|normal , predicted 1st: decode
Original: decode|with|match|byte , predicted 1st: decode
Original: create , predicted 1st: set
Original: init , predicted 1st: init
Original: get|decoder , predicted 1st: 
Original: set|dictionary|size , predicted 1st: create
Original: set|lc|lp|pb , predicted 1st: 
Original: init , predicted 1st: init
Original: code , predicted 1st: decode
Original: set|decoder|properties , predicted 1st: set|size
Original: compute|triangles , predicted 1st: get
Original: compute|triangles , predicted 1st: compute
Original: compute|triangles , predicted 1st: ensure|capacity
Original: triangulate , predicted 1st: init|test|index
Original: classify|vertex , predicted 1st: get
Original: find|ear|tip , predicted 1st: get
Original: is|ear|tip , predicted 1st: 
Original: cut|ear|tip , predicted 1st: add|index
Original: previous|index , predicted 1st: get
Original: next|index , predicted 1st: get|count
Original: are|vertices|clockwise , predicted 1st: compare
Original: compute|spanned|area|sign , predicted 1st: float|float
Original: create , predicted 1st: add
Original: drag|start , predicted 1st: create|payload
Original: drag , predicted 1st: convert
Original: reset , predicted 1st: convert
Original: drop , predicted 1st: convert
Original: drag , predicted 1st: convert
Original: reset , predicted 1st: convert
Original: drop , predicted 1st: handle
Original: render , predicted 1st: paint
Original: resize , predicted 1st: update
Original: dispose , predicted 1st: dispose|resources
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: set|bound , predicted 1st: 
Original: get|bound , predicted 1st: get
Original: is|leaf|node , predicted 1st: is|node
Original: get|escape|index , predicted 1st: get|node
Original: set|escape|index , predicted 1st: set|node
Original: get|data|index , predicted 1st: get|node
Original: set|data|index , predicted 1st: set|node
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: set|index , predicted 1st: set
Original: get|index , predicted 1st: get
Original: set|index , predicted 1st: set
Original: get|index , predicted 1st: get
Original: get|type , predicted 1st: get|custom|data|type
Original: is|prepared , predicted 1st: is|prepared
Original: prepare , predicted 1st: on|success
Original: consume|custom|data , predicted 1st: set
Original: consume|pixmap , predicted 1st: get
Original: dispose|pixmap , predicted 1st: is
Original: get|width , predicted 1st: get|width
Original: get|height , predicted 1st: get|height
Original: get|format , predicted 1st: get|format
Original: use|mip|maps , predicted 1st: is
Original: is|managed , predicted 1st: is
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: set|point , predicted 1st: set
Original: get|point , predicted 1st: get
Original: set|normal , predicted 1st: set
Original: get|normal , predicted 1st: get
Original: set|depth , predicted 1st: set
Original: get|depth , predicted 1st: get
Original: set|distance , predicted 1st: set|distance
Original: get|distance , predicted 1st: get
Original: set|feature , predicted 1st: set
Original: get|feature , predicted 1st: get
Original: set|feature , predicted 1st: set
Original: get|feature , predicted 1st: get
Original: calc|key|contact , predicted 1st: get|contact
Original: interpolate|normals , predicted 1st: 
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: set|penetration|depth , predicted 1st: set
Original: get|penetration|depth , predicted 1st: get
Original: set|point|count , predicted 1st: set|count
Original: get|point|count , predicted 1st: get|count
Original: set|separating|normal , predicted 1st: 
Original: get|separating|normal , predicted 1st: get
Original: set|points , predicted 1st: set
Original: get|points , predicted 1st: get
Original: copy|from , predicted 1st: do|merge
Original: merge|points , predicted 1st: 
Original: touch|down , predicted 1st: 
Original: tap , predicted 1st: 
Original: long|press , predicted 1st: 
Original: fling , predicted 1st: 
Original: pan , predicted 1st: 
Original: pan|stop , predicted 1st: 
Original: zoom , predicted 1st: do
Original: pinch , predicted 1st: is
Original: update , predicted 1st: 
Original: create , predicted 1st: init
Original: render , predicted 1st: run
Original: dispose , predicted 1st: dispose
Original: init , predicted 1st: set|listener|listener
Original: start|polling , predicted 1st: start
Original: stop|polling , predicted 1st: stop
Original: poll|gamepads , predicted 1st: 
Original: poll|gamepads|status , predicted 1st: update|timestamp
Original: get|gamepad , predicted 1st: get
Original: on|gamepad|connect , predicted 1st: 
Original: on|gamepad|disconnect , predicted 1st: remove
Original: fire|gamepad|connected , predicted 1st: on
Original: fire|gamepad|disconnected , predicted 1st: add|listener
Original: fire|gamepad|updated , predicted 1st: on|index|updated
Original: handle|gamepad|connect , predicted 1st: on
Original: handle|gamepad|disconnect , predicted 1st: on|event
Original: start , predicted 1st: request
Original: stop , predicted 1st: reset
Original: execute , predicted 1st: 
Original: allocate , predicted 1st: new|buffer
Original: wrap , predicted 1st: wrap
Original: wrap , predicted 1st: get|limit
Original: array , predicted 1st: get|array
Original: array|offset , predicted 1st: get|array
Original: compare|to , predicted 1st: compare|to
Original: equals , predicted 1st: equals
Original: get , predicted 1st: get
Original: get , predicted 1st: write
Original: has|array , predicted 1st: has|has|array
Original: put , predicted 1st: put
Original: put , predicted 1st: write
Original: put , predicted 1st: write
Original: to|string , predicted 1st: to|string
Original: to|gl|format , predicted 1st: get
Original: to|gl|type , predicted 1st: get
Original: convert , predicted 1st: 
Original: dispose , predicted 1st: run
Original: clear , predicted 1st: clear
Original: set|pixel , predicted 1st: set|color
Original: get|pixel , predicted 1st: get
Original: draw|line , predicted 1st: draw|line
Original: draw|rect , predicted 1st: draw|rect
Original: draw|circle , predicted 1st: draw
Original: fill|rect , predicted 1st: fill|rect
Original: fill|circle , predicted 1st: fill
Original: fill|triangle , predicted 1st: fill
Original: draw|pixmap , predicted 1st: draw
Original: draw|pixmap , predicted 1st: draw
Original: new|pixmap , predicted 1st: create
Original: new|pixmap , predicted 1st: get
Original: get|pixels , predicted 1st: buffer
Original: get|height , predicted 1st: get|height
Original: get|width , predicted 1st: get|width
Original: get|format , predicted 1st: get|format
Original: get|gl|internal|format , predicted 1st: get|format
Original: get|gl|format , predicted 1st: get|internal
Original: get|gl|type , predicted 1st: get|to
Original: get|format|string , predicted 1st: get
Original: create , predicted 1st: test
Original: tap , predicted 1st: 
Original: dispose , predicted 1st: dispose
Original: compute|polygon , predicted 1st: 
Original: compute|polygon , predicted 1st: 
Original: compute|polygon , predicted 1st: 
Original: compute|indices , predicted 1st: is
Original: compute|indices , predicted 1st: compute|indices
Original: compute|indices , predicted 1st: 
Original: ccw , predicted 1st: get
Original: sort , predicted 1st: 
